CONTEXTID,TIMETAG,EQ-CH14_01_CoolingWater_OutTemp,EQ-CH14_01_CoolingWater_InTemp,EQ-CH14_01_CoolingWater_TempDiff,EQ-CH14_01_ColdWater_OutTemp,EQ-CH14_01_ColdWater_InTemp,EQ-CH14_01_ColdWater_TempDiff,EQ-CH14_01_Evaporator,EQ-CH14_01_Condenser,EQ-CH14_CHP_01_hz,EQ-CH14_CHP_01_flow,EQ-CH14_01_RT,EQ-CH14_CWP_01_hz,METROLOGY-CH14_01_KW
124543,2022/8/1 00:00,35.1,27.8,7.3,13.9,20.4,6.5,1.7,-0.7,45.82084,1524.333,3276.509,50.80903,1189.731
124544,2022/8/1 00:05,34.9,27.8,7.1,14,20.4,6.4,1.7,-0.7,45.56042,1515.56,3195.874,50.21875,1190.165
124545,2022/8/1 00:10,35,27.8,7.2,14,20.4,6.4,1.7,-0.7,45.45625,1505.629,3200.542,50.42708,1188.494
124546,2022/8/1 00:15,35,27.7,7.3,14,20.4,6.4,1.7,-0.8,45.21319,1498.971,3184.171,50.39236,1190.342
124547,2022/8/1 00:20,34.8,27.7,7.1,13.9,20.4,6.5,1.7,-0.7,45.26528,1504.521,3229.158,50.63541,1189.773
124548,2022/8/1 00:25,34.8,27.6,7.2,13.9,20.4,6.5,1.7,-0.7,45.0743,1498.971,3205.22,50.51389,1180.355
124549,2022/8/1 00:30,34.8,27.6,7.2,13.9,20.4,6.5,1.7,-0.7,44.90069,1490.049,3205.22,50.07986,1176.914
124550,2022/8/1 00:35,34.8,27.6,7.2,13.9,20.4,6.5,1.7,-0.7,45.28263,1504.521,3224.385,50.0625,1183.466
124551,2022/8/1 00:40,34.7,27.6,7.1,13.9,20.4,6.5,1.7,-0.7,44.32778,1476.564,3161.676,50.07986,1170.489
124552,2022/8/1 00:45,34.7,27.5,7.2,13.9,20.4,6.5,1.7,-0.7,44.50139,1479.947,3173.831,49.73264,1167.246
124553,2022/8/1 00:50,34.6,27.4,7.2,13.9,20.4,6.5,1.6,-0.7,44.29306,1473.173,3176.257,50.13194,1154.051
124554,2022/8/1 00:55,34.6,27.4,7.2,14,20.4,6.4,1.7,-0.7,44.43194,1476.564,3125.003,50.02778,1162.641
124555,2022/8/1 01:00,34.6,27.4,7.2,14,20.4,6.4,1.7,-0.7,44.41459,1473.173,3129.778,50.14931,1159.48
124556,2022/8/1 01:05,34.6,27.4,7.2,14,20.5,6.5,1.7,-0.7,44.57083,1479.947,3185.94,50.04514,1158.135
124557,2022/8/1 01:10,34.6,27.4,7.2,14,20.5,6.5,1.7,-0.7,44.675,1484.445,3193.184,50.11458,1168.436
124558,2022/8/1 01:15,34.8,27.5,7.3,13.9,20.5,6.6,1.7,-0.8,45.56042,1515.56,3302.965,50.21875,1196.789
124559,2022/8/1 01:20,34.9,27.6,7.3,14,20.6,6.6,1.8,-0.8,45.82084,1522.144,3331.687,50.9132,1206.665
124560,2022/8/1 01:25,34.9,27.7,7.2,14,20.6,6.6,1.8,-0.7,46.51528,1542.81,3367.245,51.26042,1234.389
124561,2022/8/1 01:30,34.9,27.8,7.1,13.9,20.5,6.6,1.8,-0.7,46.63681,1550.354,3362.526,51.26042,1232.707
124562,2022/8/1 01:35,35.1,27.8,7.3,14,20.4,6.4,1.8,-0.8,46.68888,1550.354,3281.174,51.8507,1230.14
124563,2022/8/1 01:40,34.9,27.8,7.1,13.9,20.4,6.5,1.8,-0.7,46.89722,1556.792,3341.674,51.38195,1234.584
124564,2022/8/1 01:45,35.1,27.8,7.3,13.9,20.5,6.6,1.8,-0.7,46.65416,1548.203,3367.245,52.28472,1237.231
124565,2022/8/1 01:50,34.9,27.8,7.1,13.9,20.5,6.6,1.8,-0.7,46.68888,1542.81,3371.958,51.90278,1244.655
124566,2022/8/1 01:55,34.9,27.8,7.1,13.9,20.4,6.5,1.8,-0.7,46.30694,1534.143,3295.259,52.23264,1229.824
124567,2022/8/1 02:00,34.9,27.8,7.1,13.9,20.4,6.5,1.8,-0.7,46.89722,1556.792,3334.752,51.27778,1218.585
124568,2022/8/1 02:05,35,27.7,7.3,13.9,20.4,6.5,1.7,-0.7,46.08125,1529.791,3285.897,51.19097,1210.597
124569,2022/8/1 02:10,34.8,27.7,7.1,13.9,20.4,6.5,1.7,-0.7,45.64722,1518.855,3262.375,50.93055,1200.159
124570,2022/8/1 02:15,34.9,27.7,7.2,13.9,20.4,6.5,1.7,-0.7,45.59514,1521.049,3262.375,50.49653,1188.688
124571,2022/8/1 02:20,34.9,27.7,7.2,13.9,20.4,6.5,1.7,-0.7,45.43889,1512.256,3250.551,50.11458,1191.753
124572,2022/8/1 02:25,34.9,27.7,7.2,13.9,20.4,6.5,1.7,-0.7,45.35209,1507.841,3250.551,50.13194,1194.538
124573,2022/8/1 02:30,34.9,27.7,7.2,13.9,20.4,6.5,1.7,-0.7,45.17847,1502.304,3226.773,50.13194,1189.965
124574,2022/8/1 02:35,34.9,27.7,7.2,13.9,20.4,6.5,1.7,-0.7,45.28263,1502.304,3229.158,50.11458,1180.022
124575,2022/8/1 02:40,34.8,27.7,7.1,13.9,20.4,6.5,1.7,-0.7,45.28263,1502.304,3233.925,50.11458,1177.266
124576,2022/8/1 02:45,34.9,27.7,7.2,14,20.4,6.4,1.7,-0.7,45.89028,1523.239,3214.509,50.11458,1184.713
124577,2022/8/1 02:50,34.9,27.7,7.2,14.1,20.4,6.299999,1.7,-0.8,45.47361,1513.359,3141.335,50.04514,1205.869
124578,2022/8/1 02:55,34.8,27.7,7.1,13.9,20.4,6.5,1.7,-0.7,45.54305,1512.256,3260.015,50.94792,1188.622
124579,2022/8/1 03:00,34.9,27.7,7.2,13.9,20.4,6.5,1.7,-0.7,45.00486,1490.049,3200.412,50.02778,1176.193
124580,2022/8/1 03:05,34.8,27.6,7.2,13.9,20.3,6.4,1.6,-0.7,45.0743,1505.629,3186.516,50.14931,1172.478
124581,2022/8/1 03:10,34.8,27.7,7.1,14,20.4,6.4,1.7,-0.7,44.95278,1500.083,3174.779,49.54167,1177.505
124582,2022/8/1 03:15,34.9,27.7,7.2,14.1,20.4,6.299999,1.7,-0.8,44.83125,1493.401,3111.252,49.64583,1174.659
124583,2022/8/1 03:20,34.9,27.6,7.3,13.9,20.4,6.5,1.7,-0.8,44.03264,1465.232,3149.473,49.87153,1170.787
124584,2022/8/1 03:25,34.8,27.6,7.2,13.9,20.4,6.5,1.6,-0.7,44.29306,1468.641,3164.111,50.04514,1167.629
124585,2022/8/1 03:30,34.8,27.6,7.2,13.9,20.4,6.5,1.6,-0.7,44.31041,1468.641,3156.8,50.11458,1162.838
124586,2022/8/1 03:35,34.8,27.6,7.2,14,20.4,6.4,1.6,-0.7,43.39028,1443.456,3059.816,49.35069,1155.915
124587,2022/8/1 03:40,34.8,27.6,7.2,13.9,20.4,6.5,1.6,-0.7,44.20625,1472.042,3154.36,49.38542,1157.616
124588,2022/8/1 03:45,34.9,27.7,7.2,13.9,20.4,6.5,1.6,-0.8,44.24097,1468.641,3156.8,49.33334,1156.57
124589,2022/8/1 03:50,34.8,27.6,7.2,13.9,20.4,6.5,1.6,-0.8,44.20625,1466.369,3144.579,49.78472,1155.328
124590,2022/8/1 03:55,34.7,27.4,7.3,13.9,20.4,6.5,1.6,-0.7,44.22361,1467.505,3154.36,49.94097,1157.607
124591,2022/8/1 04:00,34.5,27.4,7.1,13.9,20.4,6.5,1.7,-0.7,44.11945,1466.369,3144.579,49.62847,1154.749
124592,2022/8/1 04:05,34.6,27.4,7.2,13.9,20.4,6.5,1.6,-0.7,43.63333,1453.811,3129.85,49.35069,1141.926
124593,2022/8/1 04:10,34.7,27.4,7.3,13.9,20.4,6.5,1.6,-0.7,43.82431,1457.247,3137.223,49.71528,1145.899
124594,2022/8/1 04:15,34.6,27.4,7.2,13.9,20.4,6.5,1.6,-0.7,43.77222,1456.103,3137.223,49.71528,1141.063
124595,2022/8/1 04:20,34.7,27.5,7.2,13.9,20.4,6.5,1.6,-0.7,43.7375,1456.103,3115.052,49.26389,1155.304
124596,2022/8/1 04:25,34.8,27.7,7.1,14,20.4,6.4,1.6,-0.7,44.37986,1473.173,3117.827,49.15972,1162.138
124597,2022/8/1 04:30,34.9,27.7,7.2,14,20.4,6.4,1.6,-0.8,44.31041,1472.042,3115.432,49.69791,1168.071
124598,2022/8/1 04:35,34.9,27.7,7.2,13.9,20.4,6.5,1.6,-0.8,44.72708,1485.568,3210.022,49.76736,1173.952
124599,2022/8/1 04:40,34.9,27.6,7.3,13.9,20.4,6.5,1.6,-0.8,44.48403,1477.693,3181.103,49.80209,1167.894
124600,2022/8/1 04:45,34.7,27.5,7.2,13.9,20.4,6.5,1.6,-0.7,44.31041,1477.693,3168.975,49.69791,1159.973
124601,2022/8/1 04:50,34.6,27.4,7.2,13.9,20.4,6.5,1.6,-0.7,43.26875,1434.188,3090.23,49.64583,1146.492
124602,2022/8/1 04:55,34.5,27.4,7.1,13.9,20.4,6.5,1.6,-0.7,42.92153,1422.518,3070.229,49.38542,1131.792
124603,2022/8/1 05:00,34.6,27.4,7.2,13.9,20.4,6.5,1.6,-0.7,44.39722,1476.564,3166.544,48.95139,1140.777
124604,2022/8/1 05:05,34.6,27.4,7.2,13.9,20.4,6.5,1.6,-0.7,43.30347,1433.025,3065.208,49.68056,1117.639
124605,2022/8/1 05:10,34.6,27.3,7.3,14,20.4,6.4,1.5,-0.7,43.68542,1449.218,3067.128,48.43056,1124.12
124606,2022/8/1 05:15,34.5,27.4,7.1,14,20.4,6.4,1.6,-0.7,42.92153,1430.697,3022.994,49.07292,1123.336
124607,2022/8/1 05:20,34.7,27.5,7.2,14.1,20.4,6.299999,1.6,-0.8,43.82431,1462.955,3045.448,48.98611,1137.228
124608,2022/8/1 05:25,34.7,27.5,7.2,14,20.4,6.4,1.6,-0.7,43.87638,1451.516,3076.849,48.86459,1132.179
124609,2022/8/1 05:30,34.7,27.5,7.2,13.9,20.4,6.5,1.6,-0.8,43.51181,1450.368,3132.31,48.93403,1135.082
124610,2022/8/1 05:35,34.8,27.6,7.2,14,20.4,6.4,1.6,-0.8,44.46667,1474.305,3120.221,48.93403,1145.963
124611,2022/8/1 05:40,34.9,27.6,7.3,14,20.4,6.4,1.6,-0.8,44.29306,1466.369,3108.234,49.29861,1148.452
124612,2022/8/1 05:45,34.9,27.7,7.2,14,20.4,6.4,1.6,-0.8,44.72708,1485.568,3151.174,48.93403,1164.826
124613,2022/8/1 05:50,35.1,27.9,7.2,13.9,20.4,6.5,1.6,-0.8,44.34513,1474.305,3164.111,50.14931,1170.084
124614,2022/8/1 05:55,35.2,27.9,7.3,13.9,20.4,6.5,1.6,-0.8,44.51875,1477.693,3176.257,49.87153,1181.957
124615,2022/8/1 06:00,35.1,27.9,7.2,13.9,20.4,6.5,1.6,-0.7,44.76181,1490.049,3202.817,50.39236,1178.063
124616,2022/8/1 06:05,35.1,27.9,7.2,13.9,20.4,6.5,1.7,-0.7,44.43194,1474.305,3173.831,50.42708,1178.188
124617,2022/8/1 06:10,35.1,27.9,7.2,13.9,20.4,6.5,1.6,-0.7,44.41459,1477.693,3166.544,50.11458,1175.302
124618,2022/8/1 06:15,35.2,27.9,7.3,13.9,20.4,6.5,1.6,-0.7,44.55347,1477.693,3168.975,50.16666,1175.657
124619,2022/8/1 06:20,35.1,28.1,7,13.9,20.4,6.5,1.6,-0.7,44.50139,1483.322,3190.771,49.78472,1179.13
124620,2022/8/1 06:25,35.4,28.1,7.3,13.9,20.4,6.5,1.6,-0.8,44.55347,1483.322,3185.94,49.61111,1178.601
124621,2022/8/1 06:30,35.3,28.1,7.2,13.9,20.4,6.5,1.6,-0.8,44.08472,1460.674,3142.129,49.62847,1180.569
124622,2022/8/1 06:35,35.3,28.1,7.2,13.9,20.4,6.5,1.6,-0.8,45.03958,1493.401,3202.817,49.73264,1193.271
124623,2022/8/1 06:40,35.3,28.1,7.2,13.9,20.4,6.5,1.7,-0.8,44.60555,1491.167,3198.004,50.49653,1194.038
124624,2022/8/1 06:45,35.2,27.9,7.3,13.9,20.4,6.5,1.7,-0.8,44.93542,1490.049,3202.817,50.58333,1196.982
124625,2022/8/1 06:50,35.1,27.9,7.2,14,20.4,6.4,1.7,-0.7,44.34513,1478.82,3120.221,50.9132,1184.727
124626,2022/8/1 06:55,35.1,28,7.1,13.9,20.5,6.6,1.7,-0.7,44.17153,1468.641,3210.317,50.0625,1183.799
124627,2022/8/1 07:00,35.3,28.1,7.2,13.9,20.5,6.6,1.7,-0.7,45.03958,1494.517,3261.843,49.99305,1201.639
124628,2022/8/1 07:05,35.4,28.1,7.3,14,20.4,6.4,1.6,-0.8,45.19583,1496.746,3177.13,50.73959,1195.904
124629,2022/8/1 07:10,35.4,28.2,7.2,14,20.4,6.4,1.6,-0.7,44.60555,1485.568,3144.058,50.47917,1199.084
124630,2022/8/1 07:15,35.4,28.2,7.2,14,20.5,6.5,1.7,-0.8,45.71666,1516.659,3260.015,50.51389,1208.091
124631,2022/8/1 07:20,35.4,28.3,7.1,14,20.4,6.4,1.6,-0.7,45.02222,1491.167,3165.358,50.77431,1204.957
124632,2022/8/1 07:25,35.6,28.3,7.3,14.1,20.5,6.4,1.7,-0.8,45.85556,1522.144,3219.151,50.93055,1210.133
124633,2022/8/1 07:30,35.6,28.4,7.2,14.1,20.5,6.4,1.7,-0.7,45.89028,1524.333,3223.786,51.17361,1236.366
124634,2022/8/1 07:35,35.6,28.4,7.2,13.9,20.4,6.5,1.7,-0.7,46.67153,1544.97,3323.185,51.60764,1242.007
124635,2022/8/1 07:40,35.7,28.5,7.2,13.9,20.4,6.5,1.7,-0.7,46.20278,1533.056,3295.259,51.69444,1241.815
124636,2022/8/1 07:45,35.6,28.4,7.2,13.9,20.4,6.5,1.7,-0.7,46.30694,1543.89,3318.547,51.95486,1240.316
124637,2022/8/1 07:50,35.6,28.4,7.2,13.9,20.4,6.5,1.7,-0.7,46.32431,1538.483,3306.924,52.04166,1235.681
124638,2022/8/1 07:55,35.6,28.5,7.1,14,20.4,6.4,1.7,-0.7,46.16806,1533.056,3244.563,51.43403,1239.735
124639,2022/8/1 08:00,35.7,28.5,7.2,13.9,20.4,6.5,1.7,-0.7,46.15069,1534.143,3292.921,51.20834,1232.141
124640,2022/8/1 08:05,35.7,28.5,7.2,13.9,20.4,6.5,1.7,-0.7,45.99445,1528.701,3281.207,51.26042,1233.438
124641,2022/8/1 08:10,35.6,28.4,7.2,13.9,20.4,6.5,1.7,-0.7,45.99445,1529.791,3269.45,51.60764,1227.436
124642,2022/8/1 08:15,35.5,28.4,7.1,13.9,20.4,6.5,1.6,-0.7,45.62986,1516.659,3260.015,51.17361,1211.053
124643,2022/8/1 08:20,35.7,28.4,7.3,13.9,20.4,6.5,1.7,-0.7,45.6125,1517.758,3264.736,51.24306,1211.437
124644,2022/8/1 08:25,35.6,28.4,7.2,13.9,20.4,6.5,1.7,-0.7,45.50833,1505.629,3224.385,51.17361,1208.607
124645,2022/8/1 08:30,35.5,28.4,7.1,13.9,20.4,6.5,1.6,-0.7,45.59514,1516.659,3257.651,50.58333,1212.353
124646,2022/8/1 08:35,35.7,28.4,7.3,13.9,20.4,6.5,1.7,-0.7,44.86597,1487.81,3202.817,51.06944,1213.972
124647,2022/8/1 08:40,35.7,28.5,7.2,13.9,20.4,6.5,1.7,-0.7,44.95278,1500.083,3229.158,50.56597,1210.873
124648,2022/8/1 08:45,35.7,28.5,7.2,13.9,20.3,6.4,1.6,-0.7,45.00486,1491.167,3160.637,50.82639,1210.873
124649,2022/8/1 08:50,35.7,28.5,7.2,13.9,20.4,6.5,1.6,-0.7,45.09167,1502.304,3229.158,50.51389,1206.875
124650,2022/8/1 08:55,35.5,28.4,7.1,14.1,20.3,6.199999,1.7,-0.7,44.46667,1470.909,3011.101,50.84375,1180.875
124651,2022/8/1 09:00,35.6,28.5,7.1,14,20.4,6.4,1.6,-0.7,44.46667,1478.82,3129.778,49.73264,1183.849
124652,2022/8/1 09:05,35.6,28.4,7.2,13.9,20.3,6.4,1.6,-0.8,43.82431,1462.955,3103.427,50.42708,1181.636
124653,2022/8/1 09:10,35.7,28.5,7.2,13.9,20.4,6.5,1.6,-0.8,44.37986,1468.641,3154.36,49.64583,1184.083
124654,2022/8/1 09:15,35.5,28.4,7.1,14,20.3,6.299999,1.6,-0.7,44.37986,1477.693,3080.875,49.73264,1174.121
124655,2022/8/1 09:20,35.6,28.4,7.2,13.9,20.3,6.4,1.6,-0.7,44.20625,1472.042,3103.427,49.71528,1183.189
124656,2022/8/1 09:25,35.5,28.3,7.2,14,20.3,6.299999,1.6,-0.7,44.24097,1473.173,3064.393,49.62847,1171.544
124657,2022/8/1 09:30,35.6,28.4,7.2,14,20.4,6.4,1.6,-0.7,44.20625,1467.505,3108.234,49.62847,1166.046
124658,2022/8/1 09:35,35.7,28.4,7.3,14.1,20.4,6.299999,1.6,-0.7,44.37986,1482.198,3083.222,49.85417,1177.136
124659,2022/8/1 09:40,35.7,28.5,7.2,14,20.4,6.4,1.6,-0.8,44.29306,1466.369,3103.427,50.14931,1187.157
124660,2022/8/1 09:45,35.7,28.5,7.2,14,20.4,6.4,1.6,-0.8,44.675,1482.198,3129.778,50.07986,1195.953
124661,2022/8/1 09:50,35.7,28.4,7.3,14,20.4,6.4,1.6,-0.8,44.55347,1476.564,3132.162,50.4618,1192.621
124662,2022/8/1 09:55,35.5,28.4,7.1,14,20.4,6.4,1.7,-0.7,44.43194,1478.82,3139.305,50.60069,1204.294
124663,2022/8/1 10:00,35.7,28.5,7.2,13.9,20.4,6.5,1.7,-0.8,44.69236,1488.93,3193.184,50.47917,1217.28
124664,2022/8/1 10:05,35.8,28.6,7.2,13.9,20.4,6.5,1.7,-0.8,45.21319,1505.629,3233.925,50.47917,1215.196
124665,2022/8/1 10:10,35.9,28.6,7.3,13.9,20.4,6.5,1.6,-0.8,45.10903,1502.304,3229.158,50.58333,1228.401
124666,2022/8/1 10:15,35.7,28.5,7.2,14,20.4,6.4,1.7,-0.7,45.43889,1512.256,3200.542,51.17361,1218.321
124667,2022/8/1 10:20,35.6,28.4,7.2,14,20.4,6.4,1.7,-0.7,44.9875,1493.401,3162.999,51.29514,1220.551
124668,2022/8/1 10:25,35.6,28.4,7.2,14,20.4,6.4,1.6,-0.7,45.5257,1505.629,3188.858,51.20834,1205.616
124669,2022/8/1 10:30,35.7,28.5,7.2,14,20.4,6.4,1.6,-0.7,45.54305,1512.256,3198.209,50.42708,1217.646
124670,2022/8/1 10:35,35.9,28.7,7.2,14,20.4,6.4,1.6,-0.7,46.08125,1523.239,3230.727,50.56597,1222.781
124671,2022/8/1 10:40,36,28.8,7.2,14,20.4,6.4,1.6,-0.8,45.94236,1523.239,3223.786,51.32986,1232.846
124672,2022/8/1 10:45,36.1,28.9,7.2,14,20.4,6.4,1.6,-0.7,46.74097,1546.048,3267.492,51.59028,1245.918
124673,2022/8/1 10:50,36.1,28.8,7.3,13.9,20.4,6.5,1.7,-0.8,46.67153,1550.354,3332.442,51.76389,1245.576
124674,2022/8/1 10:55,35.9,28.8,7.1,13.9,20.4,6.5,1.7,-0.7,46.15069,1533.056,3295.259,51.95486,1240.345
124675,2022/8/1 11:00,36,28.8,7.2,13.9,20.4,6.5,1.7,-0.7,46.4632,1538.483,3304.594,52.02431,1248.001
124676,2022/8/1 11:05,36,28.9,7.1,13.9,20.3,6.4,1.7,-0.7,46.06389,1531.968,3244.563,51.24306,1245.843
124677,2022/8/1 11:10,36.1,28.8,7.3,13.9,20.3,6.4,1.6,-0.8,45.38681,1512.256,3198.209,51.60764,1227.768
124678,2022/8/1 11:15,35.7,28.6,7.1,13.9,20.3,6.4,1.7,-0.7,45.78611,1518.855,3219.151,50.9132,1216.607
124679,2022/8/1 11:20,35.6,28.4,7.2,13.9,20.3,6.4,1.7,-0.8,45.45625,1506.735,3191.198,50.94792,1203.094
124680,2022/8/1 11:25,35.4,28.3,7.1,13.9,20.3,6.4,1.6,-0.7,45.00486,1496.746,3167.716,50.30556,1186.579
124681,2022/8/1 11:30,35.4,28.3,7.1,13.9,20.3,6.4,1.6,-0.7,44.55347,1482.198,3136.926,49.94097,1178.517
124682,2022/8/1 11:35,35.4,28.2,7.2,13.9,20.3,6.4,1.6,-0.7,44.64028,1478.82,3129.778,49.73264,1167.318
124683,2022/8/1 11:40,35.6,28.3,7.3,14,20.3,6.299999,1.6,-0.7,44.43194,1472.042,3066.753,48.98611,1169.397
124684,2022/8/1 11:45,35.2,28,7.2,13.9,20.3,6.4,1.6,-0.8,43.87638,1459.533,3088.958,49.68056,1156.574
124685,2022/8/1 11:50,35.1,27.9,7.2,13.9,20.3,6.4,1.6,-0.7,43.96319,1462.955,3096.201,49.36806,1152.961
124686,2022/8/1 11:55,35,27.9,7.1,14,20.3,6.299999,1.6,-0.7,44.22361,1476.564,3076.175,49.42014,1149.144
124687,2022/8/1 12:00,35.1,27.9,7.2,14,20.3,6.299999,1.6,-0.8,44.05,1466.369,3054.935,49.0382,1146.602
124688,2022/8/1 12:05,35.2,28,7.2,14.1,20.3,6.199999,1.6,-0.8,44.93542,1484.445,3043.504,49.36806,1165.054
124689,2022/8/1 12:10,35.4,28.2,7.2,14.1,20.3,6.199999,1.6,-0.8,44.76181,1487.81,3050.403,48.95139,1172.82
124690,2022/8/1 12:15,35.7,28.4,7.3,14.1,20.4,6.299999,1.6,-0.8,45.38681,1511.154,3148.237,49.85417,1186.927
124691,2022/8/1 12:20,35.8,28.6,7.2,14.1,20.4,6.299999,1.6,-0.7,46.51528,1538.483,3205.172,50.47917,1210.148
124692,2022/8/1 12:25,36,28.7,7.3,14.2,20.4,6.2,1.6,-0.8,46.93195,1553.577,3185.243,50.56597,1248.085
124693,2022/8/1 12:30,36.2,28.8,7.4,14.1,20.4,6.299999,1.7,-0.8,47.85208,1580.172,3296.417,52.3368,1265.959
124694,2022/8/1 12:35,36,28.8,7.2,14.1,20.4,6.299999,1.7,-0.7,47.86945,1591.733,3316.11,52.38889,1264.364
124695,2022/8/1 12:40,35.9,28.8,7.1,14.1,20.4,6.299999,1.7,-0.7,47.76528,1582.28,3302.994,52.14584,1275.917
124696,2022/8/1 12:45,35.9,28.7,7.2,14,20.4,6.4,1.8,-0.7,47.78264,1586.488,3355.423,52.85764,1280.822
124697,2022/8/1 12:50,35.9,28.7,7.2,14,20.4,6.4,1.7,-0.7,47.53958,1572.771,3335.337,52.04166,1283.029
124698,2022/8/1 12:55,36,28.8,7.2,13.9,20.4,6.5,1.7,-0.7,47.8868,1596.96,3432.62,52.38889,1273.165
124699,2022/8/1 13:00,36.1,28.9,7.2,13.9,20.4,6.5,1.7,-0.7,47.8,1581.227,3398.801,52.71875,1281.238
124700,2022/8/1 13:05,36,28.8,7.2,13.9,20.4,6.5,1.7,-0.7,47.45278,1569.588,3373.783,52.82292,1278.965
124701,2022/8/1 13:10,36,28.9,7.1,14,20.4,6.4,1.7,-0.7,47.50486,1574.889,3333.098,52.37153,1285.486
124702,2022/8/1 13:15,36.3,29.1,7.2,13.9,20.3,6.4,1.7,-0.7,47.62638,1575.947,3335.337,52.3368,1290.773
124703,2022/8/1 13:20,36.4,29.2,7.2,13.9,20.4,6.5,1.7,-0.8,47.55694,1583.333,3403.329,52.47569,1299.607
124704,2022/8/1 13:25,36.4,29.2,7.2,13.9,20.4,6.5,1.7,-0.8,48.32083,1604.25,3448.289,52.75347,1311.485
124705,2022/8/1 13:30,36.4,29.3,7.1,13.9,20.4,6.5,1.7,-0.7,48.7375,1614.607,3459.438,52.99653,1312.574
124706,2022/8/1 13:35,36.6,29.3,7.3,14,20.4,6.4,1.7,-0.8,48.3382,1595.917,3373.177,53.29167,1307.996
124707,2022/8/1 13:40,36.6,29.4,7.2,13.9,20.3,6.4,1.7,-0.8,48.7375,1614.607,3417.157,53.23958,1308.944
124708,2022/8/1 13:45,36.6,29.4,7.2,14.1,20.3,6.199999,1.7,-0.8,48.92847,1613.574,3295.521,53.1875,1315.44
124709,2022/8/1 13:50,36.6,29.3,7.3,13.9,20.3,6.4,1.7,-0.8,49.17153,1624.898,3438.937,53.20486,1326.646
124710,2022/8/1 13:55,36.7,29.4,7.3,13.9,20.3,6.4,1.7,-0.8,49.55347,1640.213,3477.796,53.23958,1319.696
124711,2022/8/1 14:00,36.7,29.4,7.3,13.9,20.3,6.4,1.7,-0.8,49.50138,1642.244,3475.649,53.20486,1327.846
124712,2022/8/1 14:05,36.8,29.5,7.3,13.9,20.3,6.4,1.8,-0.8,49.55347,1642.244,3458.421,53.29167,1347.08
124713,2022/8/1 14:10,36.9,29.6,7.3,14,20.3,6.299999,1.7,-0.8,49.50138,1630.019,3404.383,53.23958,1343.037
124714,2022/8/1 14:15,36.9,29.6,7.3,13.9,20.3,6.4,1.7,-0.8,49.32778,1635.124,3458.421,53.25695,1341.141
124715,2022/8/1 14:20,36.9,29.6,7.3,14,20.3,6.299999,1.7,-0.8,49.46666,1633.083,3406.507,53.29167,1343.444
124716,2022/8/1 14:25,36.8,29.5,7.3,13.9,20.3,6.4,1.7,-0.8,49.51875,1638.179,3467.046,53.23958,1336.154
124717,2022/8/1 14:30,36.7,29.4,7.3,13.9,20.3,6.4,1.7,-0.8,49.60556,1638.179,3467.046,53.25695,1334.228
124718,2022/8/1 14:35,36.7,29.4,7.3,13.9,20.3,6.4,1.7,-0.8,49.34514,1639.196,3469.198,53.23958,1325.301
124719,2022/8/1 14:40,36.4,29.3,7.1,13.9,20.3,6.4,1.7,-0.8,48.06041,1590.685,3362.091,53.23958,1299.121
124720,2022/8/1 14:45,36.3,29.2,7.1,13.9,20.3,6.4,1.7,-0.7,47.67847,1578.061,3326.371,53.23958,1289.729
124721,2022/8/1 14:50,36.1,29.1,7,13.9,20.3,6.4,1.7,-0.7,48.39028,1603.211,3379.81,53.23958,1262.38
124722,2022/8/1 14:55,36.1,29.1,7,14.1,20.2,6.1,1.7,-0.7,47.93889,1586.488,3200.258,53.20486,1271.94
124723,2022/8/1 15:00,36.2,29.1,7.1,13.9,20.2,6.300001,1.7,-0.7,48.40764,1598.004,3329.175,53.2743,1278.646
124724,2022/8/1 15:05,36.4,29.2,7.2,14,20.3,6.299999,1.7,-0.7,48.23403,1599.047,3331.347,51.72917,1279.047
124725,2022/8/1 15:10,36.4,29.2,7.2,13.9,20.2,6.300001,1.7,-0.8,47.71319,1581.227,3305.185,51.67709,1282.219
124726,2022/8/1 15:15,36.4,29.1,7.3,14,20.3,6.299999,1.7,-0.8,48.19931,1598.004,3331.347,51.69444,1281.933
124727,2022/8/1 15:20,36.2,29,7.2,13.9,20.2,6.300001,1.7,-0.8,47.62638,1578.061,3292.025,52.05903,1268.985
124728,2022/8/1 15:25,36.1,28.9,7.2,13.9,20.2,6.300001,1.7,-0.7,47.43542,1570.65,3276.606,52.51041,1260.805
124729,2022/8/1 15:30,36,28.9,7.1,13.9,20.3,6.4,1.7,-0.7,46.9493,1555.721,3292.531,51.88542,1250.983
124730,2022/8/1 15:35,35.9,28.8,7.1,13.9,20.3,6.4,1.7,-0.8,46.32431,1538.483,3256.048,51.53819,1223.053
124731,2022/8/1 15:40,35.9,28.7,7.2,13.9,20.3,6.4,1.7,-0.8,46.39375,1538.483,3256.048,50.65278,1222.629
124732,2022/8/1 15:45,35.9,28.7,7.2,13.9,20.3,6.4,1.7,-0.8,46.51528,1544.97,3272.059,50.58333,1228.818
124733,2022/8/1 15:50,35.9,28.6,7.3,14,20.3,6.299999,1.7,-0.8,45.80347,1528.701,3180.247,51.01736,1236.472
124734,2022/8/1 15:55,35.8,28.6,7.2,13.9,20.4,6.5,1.7,-0.7,46.51528,1534.143,3304.594,51.34722,1233.287
