CONTEXTID,TIMETAG,EQ-CH14_01_CoolingWater_OutTemp,EQ-CH14_01_CoolingWater_InTemp,EQ-CH14_01_CoolingWater_TempDiff,EQ-CH14_01_ColdWater_OutTemp,EQ-CH14_01_ColdWater_InTemp,EQ-CH14_01_ColdWater_TempDiff,EQ-CH14_01_Evaporator,EQ-CH14_01_Condenser,EQ-CH14_CHP_01_hz,EQ-CH14_CHP_01_flow,EQ-CH14_01_RT,EQ-CH14_CWP_01_hz,METROLOGY-CH14_01_KW
125286,2022/8/3 14:15,35.8,28.6,7.2,13.9,20.4,6.5,1.8,-0.6,48.1125,1596.96,3441.582,52.77083,1307.538
125287,2022/8/3 14:20,35.8,28.7,7.1,13.9,20.4,6.5,1.8,-0.6,48.80695,1609.437,3474.986,52.75347,1305.127
125288,2022/8/3 14:25,36.1,28.8,7.3,13.9,20.4,6.5,1.8,-0.7,48.425,1599.047,3434.863,53.20486,1317.491
125289,2022/8/3 14:30,35.9,28.7,7.2,13.9,20.4,6.5,1.8,-0.6,48.45972,1609.437,3457.21,53.11806,1304.524
125290,2022/8/3 14:35,35.8,28.6,7.2,14,20.4,6.4,1.8,-0.6,48.75486,1616.67,3425.885,53.10069,1310.64
125291,2022/8/3 14:40,35.7,28.5,7.2,13.9,20.4,6.5,1.8,-0.6,48.39028,1603.211,3452.753,53.10069,1294.218
125292,2022/8/3 14:45,35.8,28.6,7.2,13.9,20.4,6.5,1.8,-0.6,48.37292,1604.25,3454.982,53.1875,1302.771
125293,2022/8/3 14:50,35.7,28.6,7.1,13.9,20.4,6.5,1.7,-0.6,48.68542,1609.437,3463.887,53.06597,1277.89
125294,2022/8/3 14:55,35.8,28.6,7.2,13.9,20.3,6.4,1.8,-0.6,47.97361,1587.539,3362.091,52.28472,1286.368
125295,2022/8/3 15:00,35.8,28.6,7.2,13.9,20.3,6.4,1.8,-0.6,47.78264,1587.539,3348.741,52.28472,1284.65
125296,2022/8/3 15:05,35.8,28.6,7.2,13.9,20.3,6.4,1.8,-0.6,47.97361,1583.333,3350.969,52.3368,1269.101
125297,2022/8/3 15:10,35.7,28.5,7.2,13.9,20.3,6.4,1.7,-0.6,47.36597,1580.172,3333.098,52.30208,1261.852
125298,2022/8/3 15:15,35.7,28.6,7.1,13.9,20.3,6.4,1.7,-0.5,46.67153,1562.136,3317.381,51.72917,1272.93
125299,2022/8/3 15:20,36.2,28.9,7.3,13.9,20.4,6.5,1.7,-0.6,46.06389,1531.968,3295.259,52.07639,1271.512
125300,2022/8/3 15:25,35.9,28.8,7.1,13.9,20.4,6.5,1.7,-0.6,47.29653,1570.65,3369.215,52.64931,1271.338
125301,2022/8/3 15:30,35.9,28.8,7.1,13.9,20.3,6.4,1.7,-0.6,47.73056,1571.71,3312.876,51.8507,1251.708
125302,2022/8/3 15:35,35.9,28.7,7.2,14,20.3,6.299999,1.7,-0.6,46.41111,1535.229,3202.914,51.67709,1256.948
125303,2022/8/3 15:40,35.9,28.7,7.2,13.9,20.3,6.4,1.6,-0.6,47.08819,1565.334,3321.879,51.64236,1258.03
125304,2022/8/3 15:45,35.9,28.8,7.1,14,20.3,6.299999,1.7,-0.6,47.10556,1546.048,3216.438,51.32986,1257.06
125305,2022/8/3 15:50,36,28.7,7.3,14,20.4,6.4,1.7,-0.6,47.20972,1565.334,3315.13,51.88542,1269.332
125306,2022/8/3 15:55,35.9,28.8,7.1,13.9,20.4,6.5,1.7,-0.6,47.03611,1558.932,3346.279,51.76389,1273.665
125307,2022/8/3 16:00,36.1,28.8,7.3,13.9,20.4,6.5,1.7,-0.6,47.175,1562.136,3355.472,52.11111,1270.479
125308,2022/8/3 16:05,35.8,28.7,7.1,13.9,20.4,6.5,1.7,-0.6,46.37639,1538.483,3297.595,51.79861,1261.358
125309,2022/8/3 16:10,35.7,28.4,7.3,13.9,20.4,6.5,1.7,-0.6,45.64722,1535.229,3309.251,52.47569,1257.508
125310,2022/8/3 16:15,35.6,28.4,7.2,14.1,20.4,6.299999,1.7,-0.5,46.82778,1553.577,3243.316,51.60764,1265.455
125311,2022/8/3 16:20,36,28.8,7.2,13.9,20.4,6.5,1.7,-0.6,46.39375,1539.566,3311.578,51.59028,1263.921
125312,2022/8/3 16:25,35.9,28.7,7.2,13.9,20.4,6.5,1.7,-0.6,46.06389,1528.701,3288.24,51.95486,1253.659
125313,2022/8/3 16:30,35.7,28.5,7.2,14,20.4,6.4,1.7,-0.6,46.22013,1534.143,3246.863,51.60764,1244.537
125314,2022/8/3 16:35,35.7,28.5,7.2,14,20.4,6.4,1.7,-0.6,46.58472,1543.89,3272.059,51.60764,1250.585
125315,2022/8/3 16:40,35.4,28.2,7.2,14,20.4,6.4,1.7,-0.6,46.60208,1542.81,3260.631,51.98958,1234.826
125316,2022/8/3 16:45,35.2,28.1,7.1,14.1,20.4,6.299999,1.7,-0.6,47.01875,1556.792,3250.002,51.36458,1244.442
125317,2022/8/3 16:50,35.8,28.5,7.3,14.1,20.4,6.299999,1.7,-0.6,48.07778,1587.539,3307.372,51.36458,1276.739
125318,2022/8/3 16:55,36.2,28.9,7.3,14.1,20.4,6.299999,1.7,-0.6,47.8,1585.437,3298.61,52.02431,1292.248
125319,2022/8/3 17:00,36,28.8,7.2,14.1,20.4,6.299999,1.8,-0.6,48.19931,1596.96,3327,53.15278,1301.892
125320,2022/8/3 17:05,35.8,28.6,7.2,14,20.4,6.4,1.8,-0.6,48.56388,1602.171,3399.633,53.15278,1300.45
125321,2022/8/3 17:10,35.7,28.5,7.2,14,20.4,6.4,1.8,-0.6,48.25139,1595.917,3388.635,53.17014,1297.042
125322,2022/8/3 17:15,35.5,28.3,7.2,13.9,20.4,6.5,1.8,-0.6,48.1125,1595.917,3430.376,53.11806,1282.122
125323,2022/8/3 17:20,35.3,28.2,7.1,13.9,20.4,6.5,1.8,-0.6,48.40764,1606.327,3452.753,52.42361,1274.858
125324,2022/8/3 17:25,35.4,28.2,7.2,13.9,20.4,6.5,1.8,-0.6,47.43542,1572.771,3376.065,52.38889,1270.689
125325,2022/8/3 17:30,35.6,28.4,7.2,13.9,20.4,6.5,1.8,-0.6,47.10556,1565.334,3362.351,52.40625,1266.978
125326,2022/8/3 17:35,35.4,28.2,7.2,13.9,20.4,6.5,1.7,-0.6,46.81042,1551.429,3332.442,52.3368,1254.501
125327,2022/8/3 17:40,35.3,28.2,7.1,13.9,20.4,6.5,1.7,-0.6,46.82778,1550.354,3339.368,51.53819,1255.761
125328,2022/8/3 17:45,35.4,28.2,7.2,14,20.4,6.4,1.8,-0.6,47.01875,1554.649,3290.263,51.26042,1255.563
125329,2022/8/3 17:50,35.6,28.3,7.3,14,20.4,6.4,1.7,-0.6,46.81042,1548.203,3281.174,51.46875,1252.535
125330,2022/8/3 17:55,35.9,28.8,7.1,14,20.4,6.4,1.7,-0.6,46.75834,1549.279,3281.174,51.34722,1275.1
125331,2022/8/3 18:00,36,28.7,7.3,14,20.4,6.4,1.7,-0.6,47.12291,1566.399,3315.13,52.59722,1268.677
125332,2022/8/3 18:05,35.6,28.4,7.2,13.9,20.4,6.5,1.7,-0.6,47.07083,1561.069,3364.64,52.73611,1266.438
125333,2022/8/3 18:10,35.6,28.5,7.1,13.9,20.4,6.5,1.7,-0.5,47.38333,1575.947,3378.346,52.16319,1273.457
125334,2022/8/3 18:15,35.8,28.5,7.3,14,20.4,6.4,1.7,-0.6,47.175,1560.001,3301.589,51.64236,1275.215
125335,2022/8/3 18:20,35.4,28.2,7.2,14,20.4,6.4,1.8,-0.6,47.08819,1562.136,3299.327,52.73611,1263.215
125336,2022/8/3 18:25,35.6,28.4,7.2,13.9,20.4,6.5,1.8,-0.6,47.33125,1562.136,3364.64,52.31945,1284.247
125337,2022/8/3 18:30,35.7,28.5,7.2,13.9,20.4,6.5,1.7,-0.6,47.52222,1574.889,3387.452,52.40625,1286.194
125338,2022/8/3 18:35,35.6,28.4,7.2,13.9,20.4,6.5,1.8,-0.6,47.08819,1562.136,3362.351,53.03125,1283.112
125339,2022/8/3 18:40,35.5,28.4,7.1,13.9,20.5,6.6,1.8,-0.6,47.52222,1577.004,3441.874,52.89236,1279.148
125340,2022/8/3 18:45,35.4,28.2,7.2,14,20.5,6.5,1.8,-0.6,47.45278,1571.71,3369.215,52.25,1275.553
125341,2022/8/3 18:50,35.7,28.4,7.3,14,20.5,6.5,1.8,-0.6,46.82778,1553.577,3339.368,52.84028,1273.289
125342,2022/8/3 18:55,35.9,28.7,7.2,14,20.6,6.6,1.8,-0.6,47.69584,1580.172,3451.09,52.38889,1300.851
125343,2022/8/3 19:00,35.5,28.3,7.2,13.9,20.5,6.6,1.8,-0.6,47.64375,1583.333,3455.688,53.08334,1285.816
125344,2022/8/3 19:05,35.1,28,7.1,14,20.5,6.5,1.9,-0.5,47.36597,1566.399,3366.929,52.97916,1271.3
125345,2022/8/3 19:10,35.4,28.2,7.2,13.9,20.5,6.6,1.8,-0.6,48.12986,1595.917,3478.589,51.88542,1278.898
125346,2022/8/3 19:15,35.4,28.2,7.2,13.9,20.4,6.5,1.8,-0.6,47.85208,1585.437,3412.368,52.30208,1275.123
125347,2022/8/3 19:20,35.5,28.3,7.2,14,20.4,6.4,1.8,-0.6,47.85208,1587.539,3355.423,52.3368,1284.279
125348,2022/8/3 19:25,35.8,28.6,7.2,13.9,20.4,6.5,1.8,-0.6,47.67847,1578.061,3391.996,52.64931,1294.232
125349,2022/8/3 19:30,35.6,28.3,7.3,13.9,20.4,6.5,1.9,-0.6,47.12291,1564.269,3355.472,53.23958,1270.735
125350,2022/8/3 19:35,34.9,27.9,7,13.9,20.4,6.5,1.8,-0.5,47.67847,1581.227,3398.801,52.68403,1256.028
125351,2022/8/3 19:40,35.4,28.1,7.3,14,20.4,6.4,1.8,-0.6,47.8,1583.333,3350.969,51.60764,1269.549
125352,2022/8/3 19:45,35.4,28.2,7.2,13.9,20.5,6.6,1.8,-0.6,46.67153,1555.721,3397.761,52.68403,1270.291
125353,2022/8/3 19:50,35.2,28.1,7.1,14.1,20.5,6.4,1.8,-0.6,47.52222,1580.172,3339.811,52.38889,1244.67
125354,2022/8/3 19:55,35.2,28,7.2,14,20.4,6.4,1.8,-0.6,47.38333,1582.28,3348.741,51.95486,1252.446
125355,2022/8/3 20:00,35.5,28.2,7.3,13.9,20.4,6.5,1.8,-0.6,46.89722,1562.136,3362.351,51.97222,1267.654
125356,2022/8/3 20:05,35.3,28.1,7.2,13.9,20.4,6.5,1.8,-0.6,46.82778,1553.577,3339.368,52.3368,1246.599
125357,2022/8/3 20:10,34.9,27.8,7.1,14,20.4,6.4,1.8,-0.6,46.51528,1550.354,3281.174,52.12847,1235.021
125358,2022/8/3 20:15,34.8,27.7,7.1,14,20.4,6.4,1.8,-0.5,46.93195,1558.932,3290.263,50.9132,1215.34
125359,2022/8/3 20:20,35.3,27.9,7.4,14,20.4,6.4,1.7,-0.6,46.89722,1554.649,3290.263,51,1227.808
125360,2022/8/3 20:25,35.2,28,7.2,14,20.4,6.4,1.7,-0.6,46.9493,1560.001,3294.798,51.72917,1225.939
125361,2022/8/3 20:30,35.1,28,7.1,13.9,20.4,6.5,1.7,-0.5,46.98403,1558.932,3357.767,51.46875,1234.324
125362,2022/8/3 20:35,35.4,28.2,7.2,14,20.4,6.4,1.7,-0.6,46.93195,1548.203,3281.174,51.19097,1239.55
125363,2022/8/3 20:40,35.4,28.1,7.3,14,20.4,6.4,1.7,-0.6,46.75834,1555.721,3306.108,51.50347,1245.473
125364,2022/8/3 20:45,34.9,27.8,7.1,13.9,20.4,6.5,1.8,-0.6,46.82778,1554.649,3346.279,51.59028,1236.646
125365,2022/8/3 20:50,35.2,27.9,7.3,14,20.4,6.4,1.7,-0.6,46.58472,1550.354,3276.62,51.50347,1238.412
125366,2022/8/3 20:55,35.2,28,7.2,14,20.4,6.4,1.7,-0.6,46.51528,1538.483,3256.048,51.19097,1224.276
125367,2022/8/3 21:00,34.9,27.7,7.2,13.9,20.4,6.5,1.7,-0.6,45.95972,1526.518,3285.897,51.50347,1201.703
125368,2022/8/3 21:05,34.9,27.8,7.1,13.9,20.4,6.5,1.7,-0.5,45.87292,1522.144,3271.805,50.65278,1201.684
125369,2022/8/3 21:10,35.3,28.2,7.1,13.9,20.3,6.4,1.6,-0.6,45.62986,1513.359,3209.86,50.28819,1209.387
125370,2022/8/3 21:15,35.3,28.1,7.2,14,20.4,6.4,1.6,-0.6,45.73403,1523.239,3226.101,50.02778,1206.55
125371,2022/8/3 21:20,35.1,27.7,7.4,14,20.3,6.299999,1.7,-0.6,45.78611,1516.659,3180.247,51.10416,1185.113
125372,2022/8/3 21:25,34.8,27.7,7.1,14,20.4,6.4,1.7,-0.6,45.69931,1517.758,3219.151,50.11458,1196.441
125373,2022/8/3 21:30,34.8,27.6,7.2,13.9,20.4,6.5,1.7,-0.6,45.94236,1524.333,3276.509,50.4618,1194.11
125374,2022/8/3 21:35,34.8,27.6,7.2,14,20.4,6.4,1.7,-0.6,44.05,1462.955,3096.201,50.42708,1183.695
125375,2022/8/3 21:40,35.2,27.9,7.3,13.9,20.4,6.5,1.6,-0.6,45.16111,1501.194,3233.925,49.90625,1203.325
125376,2022/8/3 21:45,35.6,28.2,7.4,13.9,20.4,6.5,1.7,-0.6,45.3,1501.194,3229.158,50.73959,1214.874
125377,2022/8/3 21:50,34.8,27.7,7.1,13.9,20.5,6.6,1.7,-0.6,45.82084,1523.239,3322.141,51.52083,1199.919
125378,2022/8/3 21:55,34.6,27.4,7.2,14,20.4,6.4,1.7,-0.6,44.06736,1462.955,3105.831,50.84375,1190.41
125379,2022/8/3 22:00,34.6,27.4,7.2,14.1,20.5,6.299999,1.7,-0.5,46.13333,1528.701,3182.52,50.86111,1191.589
125380,2022/8/3 22:05,34.8,27.6,7.2,14.1,20.4,6.299999,1.7,-0.6,46.13333,1528.701,3184.792,50.47917,1200.126
125381,2022/8/3 22:10,34.8,27.7,7.1,14.1,20.4,6.299999,1.7,-0.6,46.22013,1529.791,3187.063,50.54861,1206.188
125382,2022/8/3 22:15,35.1,27.9,7.2,14.1,20.4,6.299999,1.7,-0.6,46.32431,1535.229,3191.6,50.80903,1214.94
125383,2022/8/3 22:20,35.3,28.1,7.2,14.1,20.4,6.299999,1.7,-0.6,46.30694,1534.143,3202.914,50.42708,1216.897
125384,2022/8/3 22:25,34.9,27.7,7.2,14.1,20.4,6.299999,1.7,-0.6,46.81042,1555.721,3225.422,51.64236,1206.592
125385,2022/8/3 22:30,34.7,27.4,7.3,14,20.5,6.5,1.8,-0.6,46.8625,1558.932,3350.879,50.9132,1231.459
125386,2022/8/3 22:35,34.9,27.7,7.2,14,20.4,6.4,1.8,-0.6,46.91458,1553.577,3290.263,51.52083,1236.351
125387,2022/8/3 22:40,34.9,27.7,7.2,13.9,20.4,6.5,1.8,-0.6,46.8625,1553.577,3341.674,51.50347,1231.588
125388,2022/8/3 22:45,34.8,27.6,7.2,13.9,20.4,6.5,1.8,-0.6,46.84514,1554.649,3341.674,51.64236,1228.563
125389,2022/8/3 22:50,35.2,27.9,7.3,14.1,20.4,6.299999,1.7,-0.6,47.01875,1562.136,3247.775,51.10416,1246.279
125390,2022/8/3 22:55,35.6,28.2,7.4,14,20.4,6.4,1.7,-0.6,46.84514,1554.649,3299.327,52.02431,1254.65
125391,2022/8/3 23:00,35,27.8,7.2,14,20.6,6.6,1.8,-0.6,48.04306,1596.96,3474.021,52.71875,1246.438
125392,2022/8/3 23:05,34.8,27.7,7.1,14,20.4,6.4,1.8,-0.5,47.24444,1566.399,3317.381,51.81597,1235.851
125393,2022/8/3 23:10,35.2,27.9,7.3,13.9,20.4,6.5,1.8,-0.6,46.77569,1551.429,3339.368,51.27778,1239.149
125394,2022/8/3 23:15,35.1,27.9,7.2,13.9,20.4,6.5,1.8,-0.5,47.08819,1561.069,3353.177,51.88542,1235.026
125395,2022/8/3 23:20,34.9,27.8,7.1,14,20.5,6.5,1.8,-0.5,47.20972,1572.771,3407.852,51.98958,1248.253
125396,2022/8/3 23:25,35.3,28,7.3,14.1,20.4,6.299999,1.8,-0.6,48.07778,1590.685,3316.11,52.28472,1256.021
125397,2022/8/3 23:30,35.2,27.9,7.3,14,20.4,6.4,1.8,-0.6,47.86945,1581.227,3335.337,52.25,1246.458
125398,2022/8/3 23:35,34.7,27.6,7.1,13.9,20.4,6.5,1.8,-0.5,47.19236,1570.65,3366.929,52.45833,1226.399
125399,2022/8/3 23:40,34.8,27.7,7.1,13.9,20.4,6.5,1.8,-0.5,47.36597,1567.463,3362.351,50.89583,1234.975
125400,2022/8/3 23:45,35.3,28,7.3,14.1,20.4,6.299999,1.8,-0.6,47.175,1561.069,3254.45,51.76389,1240.793
125401,2022/8/3 23:50,34.9,27.8,7.1,14.1,20.4,6.299999,1.8,-0.6,46.89722,1555.721,3241.085,51.81597,1223.434
125402,2022/8/3 23:55,35,27.7,7.3,14,20.4,6.4,1.7,-0.6,46.84514,1555.721,3287.993,50.98264,1233.756
125403,2022/8/4 00:00,35.2,28,7.2,13.9,20.4,6.5,1.7,-0.6,46.65416,1548.203,3327.817,52.3368,1241.85
125404,2022/8/4 00:05,35.1,27.9,7.2,13.9,20.4,6.5,1.7,-0.5,46.55,1548.203,3323.185,52.04166,1229.933
125405,2022/8/4 00:10,34.8,27.8,7,13.9,20.4,6.5,1.7,-0.5,46.60208,1542.81,3316.226,50.89583,1225.695
125406,2022/8/4 00:15,35.2,27.9,7.3,14,20.4,6.4,1.8,-0.6,46.37639,1537.399,3253.754,51.19097,1229.324
125407,2022/8/4 00:20,35.4,28.1,7.3,13.9,20.4,6.5,1.7,-0.6,46.30694,1537.399,3299.93,51.43403,1254.505
125408,2022/8/4 00:25,34.9,27.8,7.1,13.8,20.4,6.599999,1.8,-0.6,46.30694,1543.89,3371.957,52.04166,1230.444
125409,2022/8/4 00:30,35.1,27.9,7.2,14,20.4,6.4,1.7,-0.6,45.95972,1533.056,3249.161,50.82639,1224.32
125410,2022/8/4 00:35,35.2,28,7.2,13.9,20.4,6.5,1.7,-0.6,46.20278,1533.056,3285.897,51.24306,1231.601
125411,2022/8/4 00:40,34.8,27.7,7.1,13.9,20.4,6.5,1.7,-0.6,46.06389,1523.239,3281.207,51.86805,1213.503
125412,2022/8/4 00:45,34.8,27.6,7.2,13.8,20.4,6.599999,1.7,-0.6,45.97708,1523.239,3324.529,50.82639,1208.622
125413,2022/8/4 00:50,35,27.8,7.2,14.1,20.5,6.4,1.7,-0.6,46.4632,1544.97,3265.207,50.80903,1235.513
125414,2022/8/4 00:55,35.4,28.2,7.2,14.1,20.4,6.299999,1.7,-0.6,46.67153,1544.97,3209.683,51.50347,1233.438
125415,2022/8/4 01:00,35.1,27.8,7.3,14,20.4,6.4,1.8,-0.6,46.55,1544.97,3269.777,52.19792,1232.667
125416,2022/8/4 01:05,34.6,27.4,7.2,14,20.4,6.4,1.8,-0.5,46.9493,1543.89,3237.652,51.26042,1210.644
125417,2022/8/4 01:10,34.8,27.6,7.2,14.1,20.5,6.4,1.8,-0.6,46.63681,1551.429,3281.174,50.86111,1224.376
125418,2022/8/4 01:15,35,27.7,7.3,14,20.4,6.4,1.8,-0.6,46.68888,1548.203,3276.62,51,1233.754
125419,2022/8/4 01:20,34.8,27.6,7.2,14,20.5,6.5,1.8,-0.6,47.33125,1565.334,3366.929,51.9375,1240.226
125420,2022/8/4 01:25,34.8,27.6,7.2,14,20.6,6.6,1.9,-0.6,47.64375,1582.28,3444.181,51.86805,1263.998
125421,2022/8/4 01:30,35,27.8,7.2,13.9,20.4,6.5,1.8,-0.5,47.47014,1578.061,3369.215,51.95486,1250.201
125422,2022/8/4 01:35,34.9,27.8,7.1,13.9,20.4,6.5,1.8,-0.5,46.9493,1556.792,3339.368,52.05903,1248.451
125423,2022/8/4 01:40,34.8,27.6,7.2,13.9,20.3,6.4,1.8,-0.5,47.00139,1561.069,3306.108,51.55556,1224.254
125424,2022/8/4 01:45,35,27.8,7.2,14,20.4,6.4,1.8,-0.6,46.98403,1556.792,3294.798,50.80903,1245.904
125425,2022/8/4 01:50,35.2,27.9,7.3,13.9,20.4,6.5,1.8,-0.6,46.67153,1549.279,3327.817,52.14584,1248.211
125426,2022/8/4 01:55,34.7,27.6,7.1,13.9,20.4,6.5,1.8,-0.5,46.77569,1553.577,3339.368,52.11111,1226.151
125427,2022/8/4 02:00,34.4,27.3,7.1,13.9,20.4,6.5,1.8,-0.5,46.74097,1549.279,3334.752,51.45139,1213.005
125428,2022/8/4 02:05,34.7,27.5,7.2,13.9,20.4,6.5,1.8,-0.6,46.93195,1555.721,3327.817,51.10416,1218.594
125429,2022/8/4 02:10,34.8,27.5,7.3,14,20.4,6.4,1.8,-0.6,46.68888,1542.81,3265.207,51.17361,1224.479
125430,2022/8/4 02:15,34.7,27.6,7.1,14,20.4,6.4,1.8,-0.5,46.77569,1550.354,3281.174,51.95486,1221.912
125431,2022/8/4 02:20,34.8,27.6,7.2,14,20.4,6.4,1.7,-0.6,46.55,1549.279,3278.897,51.15625,1221.162
125432,2022/8/4 02:25,34.7,27.4,7.3,13.9,20.4,6.5,1.8,-0.6,46.74097,1548.203,3332.442,51.45139,1222.792
125433,2022/8/4 02:30,34.7,27.6,7.1,13.9,20.4,6.5,1.8,-0.5,46.49792,1539.566,3318.547,51.29514,1217.646
125434,2022/8/4 02:35,35.2,27.9,7.3,14,20.4,6.4,1.7,-0.6,46.49792,1549.279,3267.492,51.32986,1238.853
125435,2022/8/4 02:40,34.8,27.6,7.2,13.9,20.4,6.5,1.8,-0.6,46.77569,1549.279,3330.13,51.98958,1220.251
125436,2022/8/4 02:45,34.5,27.4,7.1,14,20.4,6.4,1.8,-0.4,46.72361,1546.048,3269.777,51.43403,1213.136
125437,2022/8/4 02:50,34.8,27.7,7.1,13.9,20.4,6.5,1.7,-0.5,46.68888,1549.279,3323.185,50.80903,1227.446
125438,2022/8/4 02:55,35.2,27.8,7.4,13.9,20.4,6.5,1.7,-0.6,46.37639,1538.483,3316.226,51.59028,1232.738
125439,2022/8/4 03:00,34.8,27.7,7.1,13.9,20.4,6.5,1.8,-0.5,46.11597,1534.143,3292.921,51.64236,1226.828
125440,2022/8/4 03:05,34.9,27.7,7.2,13.9,20.4,6.5,1.7,-0.6,46.68888,1553.577,3323.185,51.10416,1217.105
125441,2022/8/4 03:10,35.2,27.9,7.3,14,20.4,6.4,1.7,-0.6,46.75834,1555.721,3294.798,51.26042,1228.621
125442,2022/8/4 03:15,34.7,27.6,7.1,13.9,20.4,6.5,1.7,-0.5,46.30694,1537.399,3311.578,51.24306,1214.655
125443,2022/8/4 03:20,34.7,27.5,7.2,13.9,20.4,6.5,1.7,-0.5,46.30694,1537.399,3304.594,51.46875,1210.223
125444,2022/8/4 03:25,34.8,27.6,7.2,14,20.4,6.4,1.7,-0.5,46.63681,1540.648,3258.34,51.19097,1205.305
125445,2022/8/4 03:30,34.8,27.6,7.2,14,20.4,6.4,1.7,-0.5,46.49792,1542.81,3260.631,50.77431,1218.127
125446,2022/8/4 03:35,35.2,28,7.2,14,20.4,6.4,1.7,-0.5,46.25486,1534.143,3246.863,51.24306,1233.383
125447,2022/8/4 03:40,35.4,28.2,7.2,14,20.4,6.4,1.7,-0.6,46.4632,1539.566,3256.048,51.15625,1227.668
125448,2022/8/4 03:45,35.2,27.9,7.3,14.1,20.4,6.299999,1.7,-0.6,47.20972,1566.399,3263.331,51.50347,1230.449
125449,2022/8/4 03:50,34.8,27.7,7.1,14.1,20.4,6.299999,1.8,-0.5,47.12291,1565.334,3254.45,51.72917,1212.603
125450,2022/8/4 03:55,35,27.8,7.2,14.1,20.3,6.199999,1.7,-0.5,46.89722,1554.649,3196.223,50.80903,1193.901
125451,2022/8/4 04:00,35.4,28.2,7.2,14.1,20.3,6.199999,1.6,-0.5,46.51528,1538.483,3169.807,49.99305,1211.665
125452,2022/8/4 04:05,35.3,28.1,7.2,14.1,20.3,6.199999,1.6,-0.6,46.56736,1544.97,3178.636,50.32292,1206.107
125453,2022/8/4 04:10,34.8,27.7,7.1,14.1,20.4,6.299999,1.7,-0.6,46.30694,1540.648,3207.428,51.12153,1200.287
125454,2022/8/4 04:15,34.7,27.6,7.1,14.1,20.4,6.299999,1.7,-0.5,45.76875,1522.144,3164.282,50.77431,1202.995
125455,2022/8/4 04:20,35,27.8,7.2,13.9,20.4,6.5,1.7,-0.6,45.99445,1524.333,3281.207,50.39236,1227.344
125456,2022/8/4 04:25,35.6,28.3,7.3,14,20.4,6.4,1.7,-0.6,45.0743,1496.746,3174.779,51.15625,1238.288
125457,2022/8/4 04:30,35.8,28.6,7.2,13.9,20.4,6.5,1.7,-0.6,45.45625,1511.154,3248.182,51.26042,1240.64
125458,2022/8/4 04:35,35.1,27.9,7.2,13.9,20.4,6.5,1.7,-0.6,45.97708,1528.701,3281.207,51.50347,1210.965
125459,2022/8/4 04:40,34.7,27.6,7.1,14.1,20.4,6.299999,1.7,-0.5,45.73403,1518.855,3173.415,50.54861,1197.24
125460,2022/8/4 04:45,35.2,27.9,7.3,14,20.4,6.4,1.7,-0.5,45.73403,1516.659,3212.185,50.54861,1214.236
125461,2022/8/4 04:50,35.6,28.4,7.2,14,20.4,6.4,1.7,-0.6,45.95972,1528.701,3235.345,51.17361,1232.485
125462,2022/8/4 04:55,35.8,28.5,7.3,14,20.4,6.4,1.7,-0.6,45.68194,1515.56,3202.875,50.77431,1239.898
125463,2022/8/4 05:00,34.8,27.7,7.1,13.9,20.4,6.5,1.7,-0.6,45.85556,1527.61,3285.897,51.95486,1204.321
125464,2022/8/4 05:05,34.5,27.4,7.1,13.9,20.4,6.5,1.8,-0.5,46.04653,1518.855,3264.736,50.82639,1192.634
125465,2022/8/4 05:10,34.6,27.3,7.3,13.9,20.4,6.5,1.7,-0.5,45.6125,1512.256,3250.551,50.375,1188.979
125466,2022/8/4 05:15,34.7,27.6,7.1,13.9,20.4,6.5,1.7,-0.4,44.69236,1484.445,3210.022,50.16666,1184.982
125467,2022/8/4 05:20,35.4,28.2,7.2,13.9,20.4,6.5,1.6,-0.6,44.76181,1494.517,3212.421,49.55903,1196.796
125468,2022/8/4 05:25,35.6,28.3,7.3,14,20.4,6.4,1.6,-0.6,45.19583,1500.083,3174.779,50.21875,1197.612
125469,2022/8/4 05:30,35.3,28.1,7.2,14,20.4,6.4,1.7,-0.6,45.00486,1494.517,3162.999,50.40972,1186.392
125470,2022/8/4 05:35,34.7,27.5,7.2,13.9,20.4,6.5,1.7,-0.5,45.24791,1493.401,3210.022,50.04514,1167.673
125471,2022/8/4 05:40,34.4,27.3,7.1,13.9,20.4,6.5,1.7,-0.5,45.02222,1493.401,3214.817,49.99305,1161.214
125472,2022/8/4 05:45,34.7,27.4,7.3,13.9,20.3,6.4,1.7,-0.5,44.69236,1485.568,3144.058,49.71528,1171.649
125473,2022/8/4 05:50,34.9,27.7,7.2,13.9,20.3,6.4,1.6,-0.5,44.77916,1490.049,3141.683,49.55903,1175.046
125474,2022/8/4 05:55,35.2,28,7.2,13.8,20.4,6.599999,1.6,-0.6,44.06736,1468.641,3192.957,49.62847,1182.436
125475,2022/8/4 06:00,35.3,28.1,7.2,13.9,20.4,6.5,1.6,-0.6,44.65764,1482.198,3173.831,49.55903,1165.723
125476,2022/8/4 06:05,34.9,27.8,7.1,14,20.4,6.4,1.6,-0.6,42.90416,1430.697,3027.929,49.38542,1158.745
125477,2022/8/4 06:10,34.7,27.4,7.3,13.9,20.4,6.5,1.6,-0.6,44.64028,1476.564,3173.831,49.4375,1153.442
125478,2022/8/4 06:15,34.6,27.4,7.2,14.1,20.4,6.299999,1.6,-0.5,44.08472,1465.232,3040.693,49.71528,1155.875
