iter	RMSE
428	18.23518521
429	18.23426045
430	18.21903378
431	18.20663595
432	18.19741375
433	18.18845116
434	18.17845129
435	18.17677836
436	18.17583227
437	18.1646371
438	18.15310777
439	18.14038885
440	18.129489
441	18.12316378
442	18.102021
443	18.08850149
444	18.07358073
445	18.06514582
446	18.05858951
447	18.04606118
448	18.03575001
449	18.0298087
450	18.01950529
451	18.00708136
452	17.99897165
453	17.99278212
454	17.9886678
455	17.98326847
456	17.97653686
457	17.97628104
458	17.96970946
459	17.95976052
460	17.95466625
461	17.9461841
462	17.93983614
463	17.91974488
464	17.91274967
465	17.90605848
466	17.90585379
467	17.90108474
468	17.89566648
469	17.8880331
470	17.88196268
471	17.87656453
472	17.86490942
473	17.85714427
474	17.85676314
475	17.84967147
476	17.84427482
477	17.8372294
478	17.83339193
479	17.82811652
480	17.8230152
481	17.82277165
482	17.81396728
483	17.80257399
484	17.79498652
485	17.79062239
486	17.77139009
487	17.76458663
488	17.75055474
489	17.73987261
490	17.73157397
491	17.72518106
492	17.71591277
493	17.70560659
494	17.69713197
495	17.6841574
496	17.67288441
497	17.66785064
498	17.66725482
499	17.65996776
500	17.65147967
501	17.64474211
502	17.63581605
503	17.62388439
504	17.61499707
505	17.60832751
506	17.59939459
507	17.59132951
508	17.58601171
509	17.57551049
510	17.56808258
511	17.55159871
512	17.54394045
513	17.53936527
514	17.52833234
515	17.52176643
516	17.51430484
517	17.50903061
518	17.50811298
519	17.49643286
520	17.48787281
521	17.48218328
522	17.47848649
523	17.46804775
524	17.4555784
525	17.44861118
526	17.43751256
527	17.42338892
528	17.4170769
529	17.40088923
530	17.39401942
531	17.39325956
532	17.39304795
533	17.38527437
534	17.36878773
535	17.35897614
536	17.34900872
537	17.3481905
538	17.33994462
539	17.33112101
540	17.31687998
541	17.30949498
542	17.30244713
543	17.29544038
544	17.28419727
545	17.2809551
546	17.26571772
547	17.25954804
548	17.24630674
549	17.24136092
550	17.22821163
551	17.21978696
552	17.21251979
553	17.20407338
554	17.19755576
555	17.19038095
556	17.18572809
557	17.17963653
558	17.17537933
559	17.16754207
560	17.16384914
561	17.15868823
562	17.15423171
563	17.14164001
564	17.13778371
565	17.13154543
566	17.1195361
567	17.11211612
568	17.10777481
569	17.09275474
570	17.08597061
571	17.08047499
572	17.07051901
573	17.06259756
574	17.05072915
575	17.0467696
576	17.04465243
577	17.04448032
578	17.04429921
579	17.03836559
580	17.02974618
581	17.02436881
582	17.01604646
583	17.01158765
584	17.00830458
585	17.00370363
586	16.99922377
587	16.99103813
588	16.97773134
589	16.96386356
590	16.95922708
591	16.9534331
592	16.94420838
593	16.93815711
594	16.93622867
595	16.93164063
596	16.9193152
597	16.91708314
598	16.91417284
599	16.9108775
600	16.90592039
601	16.90234695
602	16.90044282
603	16.8867593
604	16.88117759
605	16.87360972
606	16.86939668
607	16.86539045
608	16.85865283
609	16.84716954
610	16.8459398
611	16.84088394
612	16.84024614
613	16.8339336
614	16.82795187
615	16.82363811
616	16.82160481
617	16.81952097
618	16.81559043
619	16.80214305
620	16.79816474
621	16.78805375
622	16.78453266
623	16.78091496
624	16.76997485
625	16.7649109
626	16.76087966
627	16.75036689
628	16.74904773
629	16.74059903
630	16.72804443
631	16.71728009
632	16.71385922
633	16.70950229
634	16.70148518
635	16.69897711
636	16.69033697
637	16.67845316
638	16.67081019
639	16.66375766
640	16.65413177
641	16.650604
642	16.64178703
643	16.63657845
644	16.63255529
645	16.62626481
646	16.62017165
647	16.61189447
648	16.60617121
649	16.60045284
650	16.59052707
651	16.58732308
652	16.5774156
653	16.57203322
654	16.56594328
655	16.56159881
656	16.55056113
657	16.5394577
658	16.53514089
659	16.52954234
660	16.52896198
661	16.52525887
662	16.51993959
663	16.5167795
664	16.50771064
665	16.50150009
666	16.49779777
667	16.49340248
668	16.48015837
669	16.47592353
670	16.47233265
671	16.46669032
672	16.46025285
673	16.45969588
674	16.45185561
675	16.44107191
676	16.4363633
677	16.43420485
678	16.4253202
679	16.41582305
680	16.40681536
681	16.40278685
682	16.39434458
683	16.38749886
684	16.38473152
685	16.38142826
686	16.38123614
687	16.37599226
688	16.367445
689	16.36662428
690	16.35789467
691	16.35002986
692	16.34947744
693	16.34372704
694	16.33723274
695	16.32598686
696	16.31905835
697	16.31565463
698	16.31205488
699	16.30588936
700	16.29802985
701	16.29492871
702	16.29478467
703	16.29114925
704	16.28623601
705	16.28118246
706	16.27374553
707	16.26957271
708	16.26316799
709	16.25808294
710	16.2544565
711	16.25058947
712	16.24626217
713	16.23990221
714	16.23678832
715	16.23028129
716	16.21983649
717	16.21239721
718	16.20214425
719	16.19691779
720	16.1931022
721	16.18337471
722	16.17816138
723	16.16959913
724	16.16395103
725	16.16111261
726	16.15781966
727	16.14649255
728	16.14344154
729	16.13556296
730	16.13026804
731	16.12326283
732	16.11856457
733	16.1114417
734	16.1059315
735	16.10456868
736	16.10094757
737	16.08888385
738	16.07566896
739	16.07236967
740	16.06417296
741	16.06401996
742	16.05933413
743	16.05741298
744	16.05678445
745	16.05137477
746	16.04576812
747	16.04099216
748	16.03677344
749	16.0332468
750	16.02186767
751	16.01744544
752	16.01368888
753	16.0090315
754	16.00228637
755	15.99944389
756	15.99510619
757	15.9927626
758	15.98395444
759	15.97614471
760	15.97370161
761	15.96957346
762	15.96439634
763	15.96070215
764	15.95521591
765	15.94535258
766	15.93546535
767	15.93531951
768	15.92993345
769	15.92504915
770	15.91640085
771	15.90711371
772	15.90137596
773	15.89405086
774	15.89259728
775	15.89043448
776	15.88783286
777	15.88009755
778	15.87663223
779	15.87211874
780	15.8700424
781	15.86526566
782	15.86235015
783	15.85793561
784	15.85239532
785	15.84585686
786	15.84195549
787	15.83376404
788	15.83097425
789	15.82619
790	15.82519251
791	15.81256194
792	15.80394353
793	15.7921781
794	15.7843182
795	15.77950438
796	15.77576861
797	15.76706859
798	15.76213875
799	15.75729487
800	15.75391963
801	15.74101338
802	15.7379884
803	15.73016403
804	15.72741309
805	15.72425521
806	15.71993512
807	15.71259513
808	15.70795361
809	15.70461949
810	15.7045032
811	15.70121828
812	15.69802647
813	15.69395357
814	15.69383473
815	15.69136725
816	15.68657759
817	15.68251325
818	15.67906331
819	15.6756349
820	15.66626144
821	15.65958385
822	15.65014271
823	15.65003479
824	15.64793812
825	15.64088319
826	15.63349708
827	15.62775222
828	15.62341426
829	15.61803957
830	15.61688835
831	15.61427945
832	15.61299576
833	15.60854515
834	15.60557787
835	15.59970135
836	15.59543161
837	15.59221732
838	15.58931066
839	15.57841446
840	15.56829065
841	15.56079724
842	15.55917025
843	15.5545001
844	15.54740913
845	15.54387506
846	15.54169691
847	15.52875755
848	15.52211608
849	15.51995164
850	15.5165179
851	15.50488129
852	15.50024966
853	15.49647296
854	15.48870854
855	15.48677361
856	15.48363552
857	15.48067981
858	15.48056977
859	15.47664592
860	15.47450409
861	15.47016643
862	15.46766316
863	15.46480161
864	15.4609354
865	15.44887562
866	15.44694539
867	15.44350671
868	15.44058701
869	15.43731313
870	15.43177876
871	15.4211257
872	15.42102568
873	15.41449544
874	15.40972981
875	15.40362244
876	15.40352516
877	15.39453064
878	15.39123214
879	15.38414595
880	15.38177388
881	15.37919523
882	15.37727902
883	15.37718411
884	15.37506932
885	15.37146438
886	15.36224228
887	15.3569773
888	15.3510828
889	15.3464039
890	15.33948652
891	15.33371415
892	15.33127666
893	15.32749279
894	15.32289865
895	15.3200839
896	15.31396583
897	15.31183163
898	15.30047346
899	15.3000512
900	15.2991874
901	15.29319202
902	15.2863487
903	15.2824849
904	15.27840087
905	15.27539375
906	15.2692197
907	15.25961046
908	15.25493853
909	15.25132466
910	15.24697431
911	15.24299604
912	15.2399882
913	15.23468316
914	15.22840755
915	15.21961691
916	15.21551358
917	15.21163609
918	15.20948608
919	15.20727651
920	15.20228526
921	15.1916769
922	15.18860765
923	15.18134051
924	15.17936899
925	15.17583348
926	15.1738098
927	15.16398391
928	15.16167606
929	15.15704203
930	15.15265307
931	15.1492274
932	15.14571271
933	15.14213507
934	15.13981954
935	15.13652756
936	15.13473161
937	15.13372185
938	15.13017661
939	15.12536912
940	15.11530815
941	15.11248342
942	15.10646617
943	15.1019548
944	15.09828244
945	15.09584995
946	15.09281996
947	15.08824122
948	15.0864265
949	15.08121327
950	15.07465924
951	15.06735455
952	15.06468023
953	15.06127683
954	15.06020625
955	15.05595111
956	15.05291583
957	15.04421319
958	15.03574491
959	15.03178835
960	15.03018503
961	15.02104042
962	15.01845252
963	15.01289195
964	15.01037642
965	15.00533416
966	15.00304415
967	15.00078775
968	14.99839112
969	14.99313492
970	14.98964089
971	14.97922348
972	14.9757452
973	14.97082942
974	14.96763228
975	14.96750729
976	14.9637135
977	14.96280212
978	14.96087279
979	14.95491161
980	14.94680755
981	14.94291938
982	14.94041932
983	14.93430581
984	14.93330176
985	14.92940397
986	14.92663785
987	14.92292776
988	14.92017875
989	14.91773864
990	14.91014386
991	14.90747923
992	14.9024868
993	14.89972496
994	14.89477485
995	14.8929278
996	14.88447447
997	14.87987018
998	14.87605073
999	14.87378393
